id	movie_id	movie_name	user_id	ctime	message
11262	7292	Эверест	4108	2015-10-30 16:24:18.768931+03	Хороший фильм
11257	7439	Прогулка	74389	2015-10-30 11:32:31.311137+03	В 3 д очень страшный под конец фильм.. Но я очень боюсь высоты
11255	7422	Стажер	8218	2015-10-30 05:10:21.35036+03	Отличное кино!
11253	7495	Монстры на каникулах 2	69093	2015-10-30 02:54:45.409569+03	Советую!!! Очень-очень!!!)
11252	7504	Последний охотник на ведьм	74234	2015-10-30 02:01:44.869658+03	Нормал фильм на один раз!!!
11251	7504	Последний охотник на ведьм	47773	2015-10-30 01:44:36.175727+03	Замечательный фильм. Экшен, шутки, актёры, атмосфера, но конец :(  К сожалению, его "слили". Безобъяснительные факты, убрали трагичность, на которой можно было сыграть и даже "всплакнуть" и вот чего-чего не ожидал, что не будет любви у главных героев :(
11246	7504	Последний охотник на ведьм	74110	2015-10-30 00:04:10.689072+03	Интересный фильм на один раз.
11244	7456	Черная месса	28653	2015-10-29 23:55:23.143946+03	Хороший фильм, жестокий, но ведь правда всегда жестокая.
11243	7495	Монстры на каникулах 2	43097	2015-10-29 23:51:42.574943+03	Фильм потрясающий. Подпортил впечатление сам зал. Кинозал самый худший. Кресла грязные, сявушные, на диванах места до ряда что впреди 15 см. ели ноги влезают. Краснодар-Семь Звезд. буду ходить в формулу кино в Оз.
11241	7504	Последний охотник на ведьм	74345	2015-10-29 23:15:29.369036+03	Мне понравился. 
11240	7504	Последний охотник на ведьм	74262	2015-10-29 22:36:39.644722+03	Фильм на раз, может на 2 что бы посмотреть на Дизеля с бородой и волосами
11237	7504	Последний охотник на ведьм	68298	2015-10-29 21:29:28.061543+03	В этом фильме феерично плохо все. И даже Вин Дизель не спасает бледный слепок с «Дозоров» Лукьяненко.
11233	7439	Прогулка	74322	2015-10-29 19:40:01.496109+03	Очень удобно покупать билеты со скидкой 10%
11232	6981	Орлеан	67929	2015-10-29 18:31:28.473075+03	Долго отплевывались
11231	7507	Скауты против зомби	39447	2015-10-29 16:58:56.417223+03	Хороший фильм 👍👍👍👍 
11229	7504	Последний охотник на ведьм	72764	2015-10-29 14:03:38.109315+03	Отличный фильм!!!
11228	7495	Монстры на каникулах 2	51365	2015-10-29 12:44:45.068065+03	Отличный мультфильм, достойное продолжение первой части, только концовка слегка подкачала: слишком банальная...
11224	7435	Багровый пик	74228	2015-10-29 06:26:33.175678+03	Отличный фильм. Немного жуткий, почти не предсказуемый и сильно интересный.
11222	7495	Монстры на каникулах 2	37794	2015-10-28 22:56:20.70208+03	Ребёнок в восторге. 
11221	6871	Шпион	74215	2015-10-28 22:53:21.944958+03	Очень понравился) посмеялись от души
11216	7495	Монстры на каникулах 2	58625	2015-10-28 21:30:54.95176+03	Супер мульт!!! Давно так хорошо не проводил время!
11208	7067	Марсианин	12812	2015-10-28 16:27:35.595869+03	Отличный фильм о человеке, о борьбе за жизнь, о взаимопомощи. Космос очень красив, мечтать американцы умеют, этого у них не отнять. Учимся и наслаждаемся
11200	7500	Паранормальное явление 5: Призраки	8356	2015-10-27 23:52:33.219418+03	Фильм не плох, пару раз повздрагивали даже, но уже не то, что было раньше... Все довольно предсказуемо((
11196	7110	Без границ	41921	2015-10-27 22:11:55.81608+03	фильм супер! очень добрый,местами смешной, местами трогательный. ушли с отличным настроением.
11189	7067	Марсианин	74064	2015-10-27 18:32:13.597606+03	👍🏻👍🏻👍🏻👍🏻👍🏻
11187	7439	Прогулка	73692	2015-10-27 17:35:16.557137+03	Лёгкий, красивый, оптимистичный. Смотреть надо в 3D, чтобы оценить масштаб.
11185	7495	Монстры на каникулах 2	73365	2015-10-27 16:10:56.77473+03	.
11184	7479	Воин	55516	2015-10-27 12:43:59.70803+03	Норм
11183	7500	Паранормальное явление 5: Призраки	73688	2015-10-27 12:05:07.266128+03	на удивление, фильм оказался не плохим 
11171	7067	Марсианин	64370	2015-10-26 20:39:55.42988+03	Отлично! Супер фильм!
11168	7495	Монстры на каникулах 2	42831	2015-10-26 17:14:20.268023+03	Первая часть была интересней. Но сам мультфильм не плох. 
11167	7067	Марсианин	73944	2015-10-26 16:35:23.922051+03	Отдохнули хорошо. Проржали почти весь фильм.   Но проглядывается скрытая реклама Максидома - километры полиэтилена и клейкой ленты, лопата автовладельца для уборки снега, тачка садовода-любителя, которые так необходима на Марсе, дрель, куча других полезных в земной жизни вещей. Нарушены многие законы ботаники и физики. Космонавты в космосе почему-то гуляют без страховки вокруг корабля, когда можно пройти к нужному месту по внутренним коридорам. Зачем-то приплели китайцев, но потом забыли зачем (а мы книгу не читали - не поняли). В том месте, где у главного героя кончился кетчуп, зал воспринял стоном ужаса, решив, что хэппи энда нам не видать.  Резюме: советую, но "Гравитация", как мне кажется, была более реалистичная.
11165	7439	Прогулка	70998	2015-10-26 15:46:04.315098+03	Очень скучно 
11164	7110	Без границ	70998	2015-10-26 15:45:44.44854+03	Милый фильм на один раз. 
11162	7110	Без границ	11970	2015-10-26 12:16:11.78821+03	Очень понравился !!! Браво👏🏼👏🏼👏🏼
11161	7337	Бегущий в лабиринте: Испытание огнем	43275	2015-10-26 08:33:39.873062+03	Отстой. 
11160	7432	Легенда	68131	2015-10-26 08:09:10.457621+03	Великолепный фильм! Я в восторге!!!😍
11159	7439	Прогулка	44195	2015-10-26 04:54:10.094384+03	Отличный фильм!
11157	7432	Легенда	73646	2015-10-26 02:32:51.247577+03	Том Харди - бог. 
11154	7110	Без границ	31330	2015-10-25 23:46:29.407048+03	Всё самое интересное показали в трейлере...) 
11153	7495	Монстры на каникулах 2	62083	2015-10-25 23:36:54.990127+03	Полетит?))))
11151	7110	Без границ	67839	2015-10-25 23:03:23.630236+03	Тот случай, когда трейлер интереснее, чем фильм
11149	7110	Без границ	73870	2015-10-25 22:53:43.224176+03	Фильм стоит посмотреть тем,кто верит в существование настоящих чувств! Хотя нет,я б его даже скорее прописала тому,кому нужно такие чувства показать или просто напомнить!) Вопреки всему и несмотря ни на что, вот так случается Любовь!☺️
11148	7067	Марсианин	11888	2015-10-25 22:50:36.382903+03	Стоящий фильм. Возможно, лучше в 3D смотреть
11145	7435	Багровый пик	73867	2015-10-25 22:21:31.136966+03	4-ка только за красивую картинку. 
11142	7110	Без границ	44576	2015-10-25 22:05:58.350579+03	Прекрасный фильм!
11136	7067	Марсианин	73734	2015-10-25 20:45:50.868362+03	Прекрасный фильм. Конечно, экранизирована не вся книга, и кое-что додумано, но эмоционально всё на своих местах. Буду пересматривать с большим удовольствием.
11134	7110	Без границ	73808	2015-10-25 20:24:58.347354+03	Замечательное кино)))
11133	7067	Марсианин	73560	2015-10-25 20:11:18.891783+03	Я бы сказал твердая 4 +. Долго идёт, но не напрягает
11126	7500	Паранормальное явление 5: Призраки	6161	2015-10-25 18:38:23.184155+03	Хороший фильм ужасов! Смотреть только в кинотеатре! 
11117	7495	Монстры на каникулах 2	57526	2015-10-25 16:13:36.738351+03	Добрый юмор)
11113	7435	Багровый пик	73711	2015-10-25 15:23:10.657718+03	Готический Локи одобряет!
11107	7495	Монстры на каникулах 2	73808	2015-10-25 14:17:32.07778+03	Хороший, добрый , качественный  мультфильм для детей и взрослых
11105	7495	Монстры на каникулах 2	64006	2015-10-25 14:07:05.744676+03	Даже если ты не похож на тех кто тебя окружает, не стоит из-за этого расстраиваться. Ведь это означает что ты особенный, пусть даже если остальные этого не замечают.
11097	7067	Марсианин	51365	2015-10-25 13:04:38.388229+03	Довольно скучный фильм, который, в отличии тт книги, ещё и не объясняет сути происходящего... 
11096	7110	Без границ	65032	2015-10-25 13:00:08.154783+03	хрень полная
11095	7500	Паранормальное явление 5: Призраки	66751	2015-10-25 12:46:28.255457+03	На твердую 4
11093	7495	Монстры на каникулах 2	64622	2015-10-25 12:32:58.899277+03	На английском было бы смешнее, но сеансов не нашёл :(
11089	7430	Наваждение	51600	2015-10-25 12:16:32.969493+03	Очень крутой фильм
11086	7110	Без границ	9189	2015-10-25 11:30:43.898589+03	Жизненно-полезный, позитивный фильм! Деньги не главное в нашей жизни.. Люди! Душа! Любовь! 
11083	7055	Вне/себя	29589	2015-10-25 10:41:24.525008+03	Фильм одноразовый из серии где то уже такое было
11081	7495	Монстры на каникулах 2	44884	2015-10-25 10:26:48.831781+03	Весело и взрослым и детям. Смотрите всей семьей
11077	7495	Монстры на каникулах 2	31219	2015-10-25 07:37:21.224975+03	главное ребенку понравилось. а я выспался.
11071	7500	Паранормальное явление 5: Призраки	29184	2015-10-25 00:56:33.710696+03	Очень хреновый фильм. В формате 3D только призраки. Можно было смотреть без очков и надевать только по ночам. Сюжет вообще не о чем. Жалко что потратил на это деньги
11069	7435	Багровый пик	16854	2015-10-24 23:32:04.922595+03	Долго, нудно и главный вопрос - почему 18+?
11065	7067	Марсианин	73711	2015-10-24 22:54:15.713971+03	Отличный фильм! Картоха рулит даже в космосе!
11058	7495	Монстры на каникулах 2	42551	2015-10-24 22:16:35.380844+03	Очень добрый, милый и смешной мультик 
11054	7500	Паранормальное явление 5: Призраки	72523	2015-10-24 22:02:34.65772+03	Скажу честно полное г*вно, все однообразно и паршиво. Если бы можно было бы вообще не ставить звёзд, то так бы и сделал. 
11053	7496	Молодость	73706	2015-10-24 21:57:23.066544+03	Очень сильный фильм!!!
11052	7495	Монстры на каникулах 2	47070	2015-10-24 21:56:55.618904+03	Фильм всему семейству очень понравился) 
11051	7067	Марсианин	68109	2015-10-24 21:50:35.817681+03	Не "Интерстеллар"
11045	7495	Монстры на каникулах 2	73630	2015-10-24 21:12:18.78061+03	просто мега ржачныный мультфильм!!! Всем советую не пожалеете!!! даже лучше чем 1 часть!!!)
11043	7495	Монстры на каникулах 2	3963	2015-10-24 20:54:38.054082+03	Такой же классный, как и первая часть. Супер мультфильм, давно так не смеялся:))
11034	7495	Монстры на каникулах 2	73672	2015-10-24 19:47:43.218755+03	Детям нашим понравилось, семейный мультик. Билеты покупали заранее, за час все уже были проданы))))
11033	7495	Монстры на каникулах 2	62779	2015-10-24 19:37:40.761499+03	смешной детский фильм 
11032	7495	Монстры на каникулах 2	73667	2015-10-24 19:31:33.283493+03	Отличный мультик, актуальный юмор понятный и ребёнку и взрослому. Посмотрим с сыном ещё раз) 
11031	7110	Без границ	73665	2015-10-24 19:28:47.963173+03	Скучный фильм, есть пару смешных моментов, а так чуть не уснули.  Ожидали большего.  3 из 10
11023	7495	Монстры на каникулах 2	36935	2015-10-24 18:36:03.555932+03	Отличное продолжение!! Поднимает настроение!!
11022	7435	Багровый пик	71846	2015-10-24 18:23:27.147643+03	не впечатлило. жена затащила, ожидал большего. Локи хорошо сыграл 
11015	7110	Без границ	73538	2015-10-24 17:10:11.305711+03	Отличный фильм, с тонким чувством юмора, Как и впрочем, все фильмы Резо. Актёрский ансамбль, саундтрек, картинка-добротное интернациональное кино!
11008	7067	Марсианин	63080	2015-10-24 16:00:37.384788+03	Местами нудновато, но в целом хорошее кино
10997	7495	Монстры на каникулах 2	45311	2015-10-24 12:21:18.312527+03	Клёвый мульт! Лучше 1 части даже!!!)))
10993	7495	Монстры на каникулах 2	44987	2015-10-24 09:08:36.59804+03	Хороший мультфильм... Опять есть сцены которые завязаны на любви. Ребёнку может быть не совсем всё понятно.  И конечно, весь фильм я переживала что у малыша не появиться клыков!  Я давольна, но ожидала большего. 
10992	7487	Родина	73263	2015-10-24 03:21:46.474785+03	Просто отличный фильм 
10991	7487	Родина	68664	2015-10-24 02:21:08.491574+03	закрутили,  смысл
10990	7495	Монстры на каникулах 2	73490	2015-10-24 01:20:30.273809+03	Первая честь намного интереснее! 
10989	7067	Марсианин	73514	2015-10-24 01:08:13.775598+03	Фильм супер! Даже если смотреть не в imax
10988	7332	Выхода нет	71979	2015-10-24 00:48:50.655697+03	Этот фильи просто шикарный. 2 часа с лихоем смотряться просто на легке. Вполне жизненная ситуация, которая может произойти абсолютно с любым человеком за границей. 
10987	7432	Легенда	21763	2015-10-24 00:47:00.557577+03	Хороша только игра Тома Харди
10985	7110	Без границ	9168	2015-10-24 00:41:32.99112+03	Хороший, позитивный фильм
10984	7422	Стажер	65534	2015-10-24 00:35:18.771775+03	Отличный добрый и положительный фильм. Роберт де Ниро просто восхитительный актёр в любом амплуа👍🏻👍🏻👍🏻
10981	7495	Монстры на каникулах 2	55970	2015-10-23 23:59:17.468666+03	Получил удовольствие)))))
10979	7487	Родина	43248	2015-10-23 23:38:40.575181+03	Фильм не назван Бумер-3, но, похоже, это окончание трилогии: "Нас пытались, но не убили в 90-х; мы искали себя в нулевых, но не нашли; мы сбежали в Рай, но от Родины нельзя убежать". Такая у нас карма. 
10977	7435	Багровый пик	73494	2015-10-23 23:05:17.250026+03	Отличный готический роман
10975	7496	Молодость	15560	2015-10-23 22:49:44.725843+03	Молодость — это будущее!
10974	7495	Монстры на каникулах 2	63967	2015-10-23 22:43:03.095787+03	Банально
10972	7500	Паранормальное явление 5: Призраки	72261	2015-10-23 22:26:43.023084+03	На улице лучше посплю 
10967	6228	Призрак	73435	2015-10-23 20:12:18.815685+03	Хорошая комедия, понравилась игра Бондарчука. 
10963	7110	Без границ	73435	2015-10-23 18:43:30.040621+03	Добрая весёлая комедия. 
10956	6668	Миньоны	48158	2015-10-23 14:55:12.655228+03	очень нравятся оба мультфильма гадкий я. возможно по этому ожидания к миньенам были завышены, от сюда и 3 звезды. в целом сходить стоит.
10955	7439	Прогулка	65534	2015-10-23 12:47:12.186057+03	Данный фильм можно посмотреть дома. 
10954	2911	Кот Гром и заколдованный дом	67419	2015-10-23 10:23:34.24872+03	Добрый мультик!
10953	7439	Прогулка	37484	2015-10-23 08:26:39.061904+03	Фильм просто переполнен артистизмом, страстью, напряжением, и все это представляется зрителю в очень элегантной манере, приправленной щепоткой легкого ненавязчивого юмора! 
10948	6336	Робот по имени Чаппи	3769	2015-10-23 00:26:22.545232+03	Понравился. Просто хорошая работа.
10947	6286	Батальонъ	3769	2015-10-23 00:25:28.139048+03	У нас умеют снимать фильмы про войну.
10946	7333	Хитмэн: Агент 47	3769	2015-10-23 00:24:51.767457+03	Много стрельбы, много косяков, мало смысла. Разочарован.
10945	7422	Стажер	3769	2015-10-23 00:24:11.689532+03	Прекрасный светлый и добрый фильм _не_ основанный на любовной сюжетной линии.
10944	7067	Марсианин	3769	2015-10-23 00:23:13.476804+03	Много косяков, но фильм очень красивый и смотрится на одном дыхании.
10942	7432	Легенда	69711	2015-10-22 23:40:39.033099+03	Отлично! Сюжет, игра, атмосфера.
10937	7110	Без границ	70681	2015-10-22 22:57:18.920146+03	на 3 из 5:)
10936	7495	Монстры на каникулах 2	73298	2015-10-22 22:52:36.171431+03	а мы только собираемся
10927	7495	Монстры на каникулах 2	18044	2015-10-22 19:59:53.880288+03	супер мулт)))
10922	5435	Чем дальше в лес	57526	2015-10-22 17:37:41.030984+03	Очень красивый и смешной мюзикл)
10920	7435	Багровый пик	34571	2015-10-22 14:43:41.483129+03	Красивый фильм с атмосферной музыкой и неожиданной жестокостью. Всё же придержусь мнения, что должна сохраняться некоторая цензура на кровожадность сцен...
10918	7067	Марсианин	34571	2015-10-22 14:40:11.932417+03	Понравился фильм! Мэтт Дэймон продемонстрировал, что может заставить и любить и ненавидеть своего персонажа в одном амплуа. Хорошая игра одного актера, о силе духа, жажде жизни и с долей юмора👏
10917	7437	Пэн: Путешествие в Нетландию	34571	2015-10-22 14:38:12.210717+03	Совсем детский фильм, рассказывающий историю, немного отличную от известной всем. Юмор есть, но слабоват. Сюжет простой, без внезапных поворотов, присутствует небольшой сюрреализм.
10916	7422	Стажер	34571	2015-10-22 14:31:52.685446+03	Отличная игра отличных актеров! Добрый и трогательный фильм об отношениях мужчины и женщины - без секса👍
10914	7110	Без границ	72013	2015-10-22 12:32:11.22221+03	Доброе и позитивное кино. Ушёл с хорошим настроением на весь день.
10910	7292	Эверест	62258	2015-10-21 23:06:01.310473+03	супер!
10907	7435	Багровый пик	70964	2015-10-21 21:32:40.614426+03	Норм
10906	5416	Хоббит: Битва пяти воинств	55970	2015-10-21 21:16:35.410594+03	Хз мне не понравилось
10905	3782	Интерстеллар	55970	2015-10-21 21:16:09.903706+03	Так себе....
10900	7067	Марсианин	69711	2015-10-21 16:22:48.661185+03	Отличный фильм, но на марсе на самом деле стрёмней! Я был, я знаю.
10897	7435	Багровый пик	6808	2015-10-21 13:50:02.492328+03	Хорошее кино! Ох уж эти человеческие страсти. Есть конечно клише, не без этого, но сделано на мой взгляд добротно, Гильермо дель Торо отработал. 
10896	7435	Багровый пик	62550	2015-10-21 13:24:35.411819+03	Жуть в профессиональной постановке! Хожу под впечатлением! Аж поплохело!...:(
10895	7422	Стажер	41609	2015-10-21 11:34:02.643449+03	Прекрасный, трогательный фильм!!! И Бесподобный Роберт Де Ниро👌🏻 всем рекомендую👍🏻
10893	7435	Багровый пик	44493	2015-10-21 01:18:30.169775+03	Вообще не очень фильмец.. Почти уснул 
10892	4048	Люси	73033	2015-10-21 00:33:47.152295+03	Полная ахинея! Шляпа которую я только смотрел. Тупо потрачено время и бабки на билет.
10891	2861	Седьмой сын	73033	2015-10-21 00:32:56.580991+03	Отличный фильм!!! Просто и понятно! Больше сказать не чего
10888	7435	Багровый пик	15489	2015-10-20 22:58:25.016804+03	Just awesome!!! Jessica Chastain simply gorgeous! 😜 😜 😜 😜 😜 😈😈😈😈 Must watch movie! 😜 😜 😜 😜 
10877	7292	Эверест	35157	2015-10-20 17:13:18.99499+03	Неплохой вроде-бы фильм. Только как- то размаха не хватило. Не чувствуется благоговейного ужаса перед Эверестом. Там и сам подвиг этих людей сомнителен. Сами захотели - сами и пошли на верную смерть) Это уже выбор каждого. 
10876	7067	Марсианин	6808	2015-10-20 16:44:43.779522+03	Мне фильм понравился!
10871	7435	Багровый пик	72775	2015-10-19 21:47:04.588956+03	Ну хвала и слава PRщикам. Это самая что ни наесть мелодрамма для 14 летних девочек и 45 летних тётечек Нудно, скучно, совсем не страшно. Сюжет, который укладывается в 2 строчки растянут на 2,5 часа. 3 за красоту фильма. Большего он не достоен
10866	7439	Прогулка	72807	2015-10-19 15:38:35.016271+03	Захватывающий фильм с отличной игрой актера!
10863	7067	Марсианин	72584	2015-10-19 12:29:14.037226+03	На редкость затянутый, не интересный фильм. С прогибом в сторону Китая(((
10862	7337	Бегущий в лабиринте: Испытание огнем	65534	2015-10-19 09:11:47.126814+03	Вторая часть впечатлила своим сюжетом, а именно в том, что не схож с первой частью. Много моментов от которых захватывает дух и впечатляет. Советую и рекомендую сходить и посмотреть. 
10861	7439	Прогулка	56857	2015-10-19 08:55:58.755+03	Хороший фильм ! 
10859	7292	Эверест	72781	2015-10-19 06:01:33.271004+03	Удобно и функционально, если бы не надо было обменивать электронные билеты опять в кассе!
10857	7067	Марсианин	72400	2015-10-19 02:04:21.304846+03	Отличный, легкий фильм, прекрасное 3д, замечательная игра актера.
10856	7487	Родина	71834	2015-10-19 01:23:26.779308+03	Слишком затянули фильм, вообще не понятно о чем фильм. Тупо сюжет о жизни русских за пределами рашки. 
10853	7435	Багровый пик	15108	2015-10-18 23:45:25.126578+03	Золушка уже не та!
10852	7602	Norway Fest: Против природы	72848	2015-10-18 23:43:31.686122+03	Потрясающий фильм! Интимность и прямота раскрытия темы кризиса средних лет поражает и впечатляет! Получил настоящее эстетическое удовольствие от просмотра! 
10848	7435	Багровый пик	72814	2015-10-18 22:47:42.372393+03	отличный сюжет))) ужастиком пахнет))
10845	7067	Марсианин	72847	2015-10-18 22:22:09.320013+03	Одним словом " Фантастика "))))!!!
10842	7067	Марсианин	60908	2015-10-18 22:02:28.921855+03	Отличный фильм!!! 
10840	7435	Багровый пик	66765	2015-10-18 21:37:46.022284+03	абсолютно ужасный фильм, идеи ноль, визуальщины минимум, дель торо отнял мои деньги своим именем 
10839	7435	Багровый пик	65446	2015-10-18 21:37:39.781569+03	Актёры отличные, повествование немного унылое, финал предсказуемый. Вердикт - с успехом можно посмотреть дома. Большой кинотеатральный экран для этого фильма вовсе не обязателен
10834	7422	Стажер	72791	2015-10-18 20:52:29.493939+03	Замечательный фильм, с добрым сюжетом) Роберт Де Ниро, как всегда, хорош!
10832	7422	Стажер	29832	2015-10-18 20:45:35.912339+03	Огонь фильм! Давно таких не смотрел!
10820	7288	Каникулы	30737	2015-10-18 19:07:00.369437+03	Смешной,лёгкий фильмец👍🏻
10819	7067	Марсианин	30737	2015-10-18 19:06:07.337514+03	Классный фильм👍🏻👏
10818	7422	Стажер	28626	2015-10-18 18:55:07.625602+03	Актёры хороши, сюжет простоват. Добрый милый фильм.
10808	7435	Багровый пик	58564	2015-10-18 17:43:38.337766+03	Насколько красивый, настолько и бестолковый фильм. Картинка, конечно, впечатляет. Игра актеров на уровне. Но вот сюжет прямо совсем беспомощный. 
10801	7439	Прогулка	71147	2015-10-18 16:56:55.902207+03	Превосходно,  адреналин на пределе
10792	7439	Прогулка	70273	2015-10-18 14:58:28.995569+03	Земекис - красавчик, как всегда)
10791	5995	TheatreHD: Буря. Пламмер	19171	2015-10-18 14:54:22.420712+03	Эта версия Гамлета неожиданно не понравилась совсем.вот прямо не гамлет он. Вообще. Хотя и выкладывается честно на сцене на 1000% и еще -в европейском слишком громкий звук. До болезненных ощущений, думала голова взорвется
10787	7439	Прогулка	71000	2015-10-18 14:15:29.695168+03	Фильм супер. Полное погружение в реальность.
10785	7067	Марсианин	8356	2015-10-18 13:03:39.725556+03	Шикарный фильм! Пролетел на одном дыхании!))
10782	7067	Марсианин	20241	2015-10-18 12:37:04.159162+03	очень понравился
10781	7439	Прогулка	65462	2015-10-18 12:32:14.845061+03	Отличный фильм! Стоит посмотреть!
10779	7432	Легенда	49538	2015-10-18 12:10:06.25592+03	Потрясающий фильм
10776	7067	Марсианин	72746	2015-10-18 11:38:37.181998+03	Мне кажется уж сильно нафантазировали :-/
10775	7435	Багровый пик	70273	2015-10-18 11:09:14.11745+03	Ну как то хз, на троечку с большим натягом
10771	7435	Багровый пик	72584	2015-10-18 10:25:30.190719+03	Давно не смотрела такой мути!
10770	7292	Эверест	72686	2015-10-18 09:47:40.506145+03	не знаю как там было на самом деле, но в фильме история про жадного до денег самоучку инструктора, нарушившего все мыслимые и немыслимые нормы безопасности.
10769	7067	Марсианин	51560	2015-10-18 09:26:05.427014+03	Смотрибельно !
10767	7422	Стажер	7496	2015-10-18 03:10:43.241863+03	Очень веселый и легкий фильм! Всем советую!
10765	7439	Прогулка	19392	2015-10-18 01:37:26.440468+03	не очень.  все что радовало спецэффекты IMAX 
10762	7435	Багровый пик	62083	2015-10-18 01:11:58.110491+03	Вы не останетесь равнодушны!) Лучший фильм месяца, из тех что смотрел!)))
10761	7439	Прогулка	35960	2015-10-18 00:59:38.937837+03	Отличный фильм! Дух захватывает!!!! Смотрится на одном дыхании!!!
10759	7067	Марсианин	44571	2015-10-18 00:26:32.139578+03	супер, интересный и неординарный жанр. Советую.
10757	2532	Географ глобус пропил	8180	2015-10-18 00:13:56.73181+03	Хорошо, жизненно;)
10756	4747	Бёрдмэн	8180	2015-10-18 00:13:38.62697+03	Не прониклась...
10754	7435	Багровый пик	72694	2015-10-18 00:02:44.089647+03	Фильм... Странный, но не страшный... Все ужасы были в трейлере... Очень затянутый...
10753	7465	TheatreHD: Метопера: Отелло	25062	2015-10-17 23:54:50.586316+03	Великолепное исполнение!
10752	7432	Легенда	22595	2015-10-17 23:51:35.388106+03	👌🏼👌🏼👌🏼👌🏼
10750	7067	Марсианин	72261	2015-10-17 23:43:01.097382+03	Картошке 
10747	7422	Стажер	72687	2015-10-17 23:22:51.607863+03	хороший, добрый, душевный фильм
10728	7439	Прогулка	38880	2015-10-17 19:36:04.034795+03	ушли с фильма!! первый раз в жизни ухожу с фильма из кинотеатра!
10714	7435	Багровый пик	72606	2015-10-17 16:54:44.747723+03	Эстетически идеальный фильм с достаточно банальным сюжетом, но от того не менее интересный
10711	7439	Прогулка	70907	2015-10-17 16:29:06.909618+03	Земекису удалось превратить занудную, основанную на реальных событиях историю в потрясающий, веселый экшн. Жаль за такие фильм не номинируют на Оскар
10707	7067	Марсианин	72589	2015-10-17 15:55:44.780284+03	Очень хорошее кино! По накалу страстей напоминает "Гравитацию", но больше разнообразия. Редкий фильм смотришь в кино два раза.
10704	7439	Прогулка	69091	2015-10-17 15:06:03.567264+03	Очень прикольно. Ладони потные были)
10691	7435	Багровый пик	70720	2015-10-17 09:38:30.914443+03	Фильм не оправдал ожиданий. Хорошие актеры, красивые интерьеры, готический сюжет- а в результате получилось скучно, предсказуемо, затянуто.
10689	5417	Безумный Макс: Дорога ярости	62971	2015-10-17 05:54:40.858464+03	Восторг! Слюни! 
10687	3818	Трансформеры: Эпоха истребления	21763	2015-10-17 02:26:25.842186+03	Пора заканчивать.
10686	4244	Планета обезьян: Революция	21763	2015-10-17 02:26:07.012003+03	Первая часть была лучше
10685	4721	Исход: Цари и боги	21763	2015-10-17 02:25:39.520661+03	Отличное кино! Главные актёры на высоте 
10684	7067	Марсианин	21763	2015-10-17 02:24:02.203688+03	Хороший фильм. Обязательно в кино!
10683	7439	Прогулка	55884	2015-10-17 01:38:20.072697+03	неплохой фильм,но немного затянуто начало
10679	7435	Багровый пик	62971	2015-10-17 00:09:22.546809+03	Вообще **, но только за работу костюмеров * сверху
10678	7439	Прогулка	63924	2015-10-17 00:08:20.278797+03	Потрясающий фильм!
10675	7435	Багровый пик	17991	2015-10-16 23:51:20.568525+03	Отличный фильм. Очень люблю фильмы Гильермо Дель Торо !)
10672	7435	Багровый пик	14726	2015-10-16 23:37:31.093481+03	Шикарный фильм!
10664	7067	Марсианин	54935	2015-10-16 22:32:09.554769+03	Круто! 
10661	7067	Марсианин	15635	2015-10-16 22:22:44.81338+03	фантастика не научная, но смотреть интересно
10652	7067	Марсианин	69332	2015-10-16 20:51:52.918066+03	Круто. Не хуже книги, только меньше))
10651	7067	Марсианин	69091	2015-10-16 19:56:51.239603+03	Очень крутой фильм, прекрасный сюжет, рекомендую
10650	7437	Пэн: Путешествие в Нетландию	18964	2015-10-16 19:36:05.059527+03	Крутяк 
10649	7437	Пэн: Путешествие в Нетландию	44477	2015-10-16 18:57:24.283853+03	Красивая сказка)
10645	7067	Марсианин	59381	2015-10-16 16:41:24.668229+03	Классный фильм ))
10643	7067	Марсианин	71147	2015-10-16 15:04:05.355455+03	Отличный фильм, правда, немного жаль, что Россия не поучаствовала в спасении
10642	7439	Прогулка	28166	2015-10-16 08:34:10.737294+03	Сценарий, режиссура и актерская работа значения не имеют. "Картинка" - это главное. Смотреть в кино, в 3D. Уровень погружения невероятный, фантастический. Не рекомендовано (!!!) людям, боящимся высоты. 
10638	7067	Марсианин	60817	2015-10-16 01:07:07.60924+03	Ни какое сравнение не идёт с книгой. Пивандрий прибавил одну звезду к оценке)
10637	7439	Прогулка	9168	2015-10-16 00:55:02.106425+03	Очень зантянутый и долгий фильм
10636	7067	Марсианин	51832	2015-10-16 00:20:55.180507+03	Идти обязательно!
10635	7435	Багровый пик	71992	2015-10-16 00:13:35.572964+03	Фильм не плохой.  Зведы уверенные 3+
10634	7435	Багровый пик	67769	2015-10-15 23:29:15.254241+03	Такого бреда я еще не смотрел! Красивые декорации, чрезмерное и откровенное насилие, в некоторых моментах,во время кровавых сцен можно просто рассмеяться от абсурдных деталей..
10633	7435	Багровый пик	66751	2015-10-15 23:21:16.774432+03	Это ОКуенно!!!!!!! Крутооооо
10631	7067	Марсианин	70796	2015-10-15 22:50:51.221606+03	Отличное позитивное кино с шикарным саундтреком:)
10629	7439	Прогулка	72313	2015-10-15 22:05:31.544295+03	Смотрите 3D!!! 
10628	7067	Марсианин	59648	2015-10-15 21:56:45.173318+03	Хороший фильм для любителей жанра.
